ID,Predicted
000,0.9999721
001,0.99749666
002,0.99997914
003,6.0981865e-06
004,0.9999554
005,0.999931
006,5.8204005e-05
007,0.9995152
008,1.0
009,0.9999945
010,3.5134817e-05
011,0.99998486
012,5.501971e-07
013,0.9999777
014,0.99980277
015,0.000020268368
016,1.632699e-05
017,0.9999999
018,0.0000051373604
019,0.99993455
020,0.99992204
021,0.9997725
022,0.99999917
023,0.9999995
024,1.0
025,6.7358474e-07
026,0.0000010738888
027,0.0000036052492
028,3.4050997e-06
029,4.230046e-07
030,5.689571e-06
031,4.223431e-07
032,0.99882656
033,0.99782264
034,0.9999435
035,2.3551038e-06
036,0.99999917
037,0.9999999
038,1.4786883e-07
039,0.99923646
040,1.953794e-07
041,4.605092e-05
042,0.99999976
043,0.9999976
044,0.999997
045,3.2324183e-06
046,0.999798
047,0.99822706
048,0.999605487
049,0.9999622
050,0.99998534
051,0.99995387
052,7.459431e-08
053,0.9999869
054,0.0000052086863
055,6.139094e-05
056,6.175741e-07
057,0.9999987
058,0.99945337
059,0.9999616
060,6.541508e-07
061,0.9999559
062,0.9999696
063,1.5746196e-05
064,0.99999416
065,0.99990475
066,0.9998867655
067,0.99984014
068,0.0000011754278
069,0.9999925
070,0.0000045474313
071,0.0000036817152
072,0.99998116
073,0.9999964
074,0.9999654
075,0.9997826
076,0.99999905
077,0.000005810648
078,0.9999715
079,3.33641e-05
080,1.5713498e-07
081,0.0000011547044
082,0.999934961963
083,0.99982736856
084,0.00004885943
085,9.2788235e-07
086,0.999933213946
087,0.999986644
088,0.99995005
089,0.000054408694
090,0.9999726
091,2.9221474e-05
092,4.916668e-06
093,6.9848275e-06
094,0.999987382
095,5.5761633e-05
096,0.999907
097,0.9999223
098,0.999942342264
099,0.999966383
100,2.233993e-06
101,2.348778e-07
102,0.999926955
103,1.1462687e-05
104,0.9999764
105,0.00007667478
106,1.0760544e-06
107,0.9997249
108,2.391229e-06
109,0.0000012350523
110,0.9999810495
111,9.1503505e-07
112,0.99996364
113,1.1381126e-06
114,1.3347649e-08
115,5.357904e-06
116,0.999988668
117,0.0000020902154
118,8.8016e-07
119,0.9999987066
120,0.9999807
121,0.0000047301088
122,0.999985324
123,1.0
124,0.9999957
125,8.071806e-07
126,1.2553394e-06
127,0.0000020726738
128,0.0000012630645
129,0.99997068
130,6.261695e-07
131,4.6624173e-07
132,1.0
133,0.9999682
134,1.0
135,1.8528765e-07
136,0.99997807
137,0.99999785
138,0.0000016173445
139,0.0000016749025
140,0.0000086317784
141,0.99999845
142,0.999948171
143,0.9999285
144,0.9999988
145,1.9072522e-07
146,8.7503584e-07
147,0.9999993
148,0.0000013673028
149,0.000008707411
150,0.0000019597715
151,0.99999857
152,0.99998259
153,2.3286044e-05
154,2.570008e-05
155,0.99998343
156,0.9999629
157,1.3985962e-05
158,0.0000011264432
159,0.999987745
160,7.18144e-07
161,1.4089855e-07
162,0.000003206182
163,1.546463e-05
